Executando Fernandes MODIFICADO
Rodando pra 1h
Optimize a model with 10072 rows, 14922 columns and 366057 nonzeros
Coefficient statistics:
  Matrix range    [1e+00, 1e+07]
  Objective range [2e-01, 8e-01]
  Bounds range    [1e+00, 1e+07]
  RHS range       [1e+00, 1e+02]
Found heuristic solution: objective 5059
Presolve removed 49 rows and 14 columns
Presolve time: 0.29s
Presolved: 10023 rows, 14908 columns, 128605 nonzeros
Variable types: 9900 continuous, 5008 integer (5006 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   16723    3.9390140e+01   7.137826e+02   0.000000e+00      5s
   32188    4.0514747e+01   0.000000e+00   0.000000e+00      9s

Root relaxation: objective 4.051475e+01, 32188 iterations, 8.85 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
    99    69 1909.78294   71  125 4726.40000 1903.20000  59.7%  5645  388s
   102    71 1909.97742   73  126 4726.40000 1903.20000  59.7%  5628  394s
   103    71 1909.92566   74  131 4726.40000 1903.20000  59.7%  5738  401s
   107    74 1928.75356   76  129 4726.40000 1903.20000  59.7%  5693  407s
   108    74 1909.93069   77  126 4726.40000 1903.20000  59.7%  5741  412s
   111    76 1910.40000   79  167 4726.40000 1903.20000  59.7%  5686  418s
   113    78 1910.40000   81  167 4726.40000 1903.20000  59.7%  5604  420s
   115    80 1910.40000   82  134 4726.40000 1903.20000  59.7%  5605  425s
   116    80 1910.79772   83  125 4726.40000 1903.20000  59.7%  5684  431s
   119    82 1911.20000   85  147 4726.40000 1903.20000  59.7%  5683  438s
   120    82 1911.23933   86  123 4726.40000 1903.20000  59.7%  5759  445s
   123    84 1911.45357   87  124 4726.40000 1903.20000  59.7%  5734  453s
   125    86 1911.20000   89  142 4726.40000 1903.20000  59.7%  5666  455s
   129    90 1911.43649   93  122 4726.40000 1903.20000  59.7%  5607  461s
   132    92 1911.61923   94  120 4726.40000 1903.20000  59.7%  5592  467s
   133    92 1911.50443   95  124 4726.40000 1903.20000  59.7%  5620  470s
   136    94 1911.57493   97  126 4726.40000 1903.20000  59.7%  5594  477s
   138    95 1911.20470   98  127 4726.40000 1903.20000  59.7%  5582  481s
   139    95 1911.69596   98  122 4726.40000 1903.20000  59.7%  5629  486s
   141    96 1912.14680  100  128 4726.40000 1903.20000  59.7%  5672  494s
   142    97 1912.00000  100  139 4726.40000 1903.20000  59.7%  5650  495s
   143    98 1912.00000  101  135 4726.40000 1903.20000  59.7%  5645  501s
   144    98 1912.16193  102  127 4726.40000 1903.20000  59.7%  5685  506s
   147    99 1912.01295  103  125 4726.40000 1903.20000  59.7%  5707  514s
   149   101 1912.80000  105  135 4726.40000 1903.20000  59.7%  5671  517s
   151   102 1913.18084  106  122 4726.40000 1903.20000  59.7%  5694  523s
   152   103 1912.80000  107  133 4726.40000 1903.20000  59.7%  5693  525s
   155   105 1912.80000  109  130 4726.40000 1903.20000  59.7%  5674  532s
   156   105 1913.37580  109  119 4726.40000 1903.20000  59.7%  5713  536s
   157   105 1912.84159  110  126 4726.40000 1903.20000  59.7%  5745  540s
   158   105 1913.37452  110  122 4726.40000 1903.20000  59.7%  5783  545s
   161   108 1913.60000  113  155 4726.40000 1903.20000  59.7%  5714  550s
   164   110 1913.84343  115  121 4726.40000 1903.20000  59.7%  5715  559s
   165   111 1913.60000  116  158 4726.40000 1903.20000  59.7%  5694  563s
   167   113 1913.60000  117  135 4726.40000 1903.20000  59.7%  5665  566s
   169   114 1914.04718  119  123 4726.40000 1903.20000  59.7%  5654  571s
   171   115 1914.05514  120  123 4726.40000 1903.20000  59.7%  5666  577s
   172   115 1913.65368  120  124 4726.40000 1903.20000  59.7%  5690  581s
   175   117 1914.63783  122  122 4726.40000 1903.20000  59.7%  5773  594s
   176   118 1914.40000  123  141 4726.40000 1903.20000  59.7%  5748  599s
   178   120 1914.40000  125  140 4726.40000 1903.20000  59.7%  5690  600s
   180   121 1914.67448  126  121 4726.40000 1903.20000  59.7%  5729  608s
   181   122 1914.40000  127  130 4726.40000 1903.20000  59.7%  5728  610s
   183   123 1914.41786  129  125 4726.40000 1903.20000  59.7%  5715  615s
   186   125 1915.20000  131  159 4726.40000 1903.20000  59.7%  5696  622s
   187   125 1933.34237  131  125 4726.40000 1903.20000  59.7%  5811  631s
   189   127 1915.20000  132  131 4726.40000 1903.20000  59.7%  5792  635s
   193   131 1915.20000  135  135 4726.40000 1903.20000  59.7%  5741  640s
   195   132 1915.20000  136  135 4726.40000 1903.20000  59.7%  5752  645s
   198   134 1915.20000  138  127 4726.40000 1903.20000  59.7%  5728  652s
   200   135 1915.71139  139  120 4726.40000 1903.20000  59.7%  5729  656s
   202   137 1915.20000  141  123 4726.40000 1903.20000  59.7%  5719  661s
   204   138 1915.20000  142  123 4726.40000 1903.20000  59.7%  5719  665s
   206   139 1915.82913  143  118 4726.40000 1903.20000  59.7%  5759  672s
   207   139 1915.20561  144  117 4726.40000 1903.20000  59.7%  5770  675s
   210   140 1916.33342  146  119 4726.40000 1903.20000  59.7%  5785  684s
   211   140 1916.05232  146  122 4726.40000 1903.20000  59.7%  5839  692s
   214   143 1916.80000  149  134 4726.40000 1903.20000  59.7%  5796  697s
   215   143 1917.25363  149  120 4726.40000 1903.20000  59.7%  5820  701s
   216   143 1917.03441  150  118 4726.40000 1903.20000  59.7%  5848  706s
   217   143 1916.91903  150  114 4726.40000 1903.20000  59.7%  5861  710s
   220   146 1917.60000  153  115 4726.40000 1903.20000  59.7%  5844  720s
   222   147 1917.98633  154  112 4726.40000 1903.20000  59.7%  5860  726s
   225   148 1918.43208  156  112 4726.40000 1903.20000  59.7%  5865  735s
   228   150 1918.54032  157  122 4726.40000 1903.20000  59.7%  5887  746s
   229   150 1918.60379  158  117 4726.40000 1903.20000  59.7%  5904  750s
   231   151 1919.20000  159  116 4726.40000 1903.20000  59.7%  5885  755s
   233   153 1919.20000  160  134 4726.40000 1903.20000  59.7%  5890  762s
   235   154 1919.97498  161  114 4726.40000 1903.20000  59.7%  5900  767s
   236   155 1919.20000  162  120 4726.40000 1903.20000  59.7%  5910  770s
   238   156 1919.82486  164  116 4726.40000 1903.20000  59.7%  5890  775s
   241   158 1920.00000  166  134 4726.40000 1903.20000  59.7%  5873  780s
   242   159 1920.00000  166  121 4726.40000 1903.20000  59.7%  5878  787s
   244   161 1920.00000  167  124 4726.40000 1903.20000  59.7%  5858  791s
   246   162 1920.28117  169  112 4726.40000 1903.20000  59.7%  5861  796s
   249   164 1920.50030  170  111 4726.40000 1903.20000  59.7%  5834  801s
   251   165 1920.51386  171  110 4726.40000 1903.20000  59.7%  5860  808s
   254   168 1920.00000  174  116 4726.40000 1903.20000  59.7%  5826  812s
   255   168 1921.13459  174  111 4726.40000 1903.20000  59.7%  5847  816s
   256   168 1920.00737  175  113 4726.40000 1903.20000  59.7%  5882  822s
   259   170 1920.80000  177  123 4726.40000 1903.20000  59.7%  5855  827s
   260   171 1920.80000  177  123 4726.40000 1903.20000  59.7%  5883  831s
   262   172 1921.08749  178  114 4726.40000 1903.20000  59.7%  5876  835s
   264   174 1920.80000  180  115 4726.40000 1903.20000  59.7%  5877  842s
   265   174 1921.60600  181  111 4726.40000 1903.20000  59.7%  5887  846s
   266   174 1920.83031  181  110 4726.40000 1903.20000  59.7%  5909  851s
   270   177 1921.60287  185  110 4726.40000 1903.20000  59.7%  5870  859s
   271   177 1921.68815  185  107 4726.40000 1903.20000  59.7%  5893  865s
   274   179 1940.84551  187  104 4726.40000 1903.20000  59.7%  5920  873s
   275   180 1922.40000  188  133 4726.40000 1903.20000  59.7%  5907  877s
   276   180 1922.76200  188  106 4726.40000 1903.20000  59.7%  5927  881s
   279   182 1922.99137  190  105 4726.40000 1903.20000  59.7%  5907  886s
   281   183 1922.78048  191  105 4726.40000 1903.20000  59.7%  5922  892s
   283   184 1922.60169  192  106 4726.40000 1903.20000  59.7%  5931  899s
   284   185 1922.40000  193  129 4726.40000 1903.20000  59.7%  5925  900s
   287   188 1922.40000  195  108 4726.40000 1903.20000  59.7%  5918  910s
   289   189 1922.60072  196  110 4726.40000 1903.20000  59.7%  5933  916s
   291   190 1922.64345  197  109 4726.40000 1903.20000  59.7%  5962  925s
   292   191 1922.40000  198  106 4726.40000 1903.20000  59.7%  5982  930s
   293   192 1922.47366  199  107 4726.40000 1903.20000  59.7%  6005  936s
   296   194 1923.20000  201  113 4726.40000 1903.20000  59.7%  5978  941s
   297   194 1923.32872  201  102 4726.40000 1903.20000  59.7%  6018  953s
   299   195 1941.87321  203  105 4726.40000 1903.20000  59.7%  5998  956s
   302   197 1924.00000  205  123 4726.40000 1903.20000  59.7%  5980  961s
   303   197 1924.44173  206  104 4726.40000 1903.20000  59.7%  6002  968s
   306   200 1924.00000  208  112 4726.40000 1903.20000  59.7%  5958  970s
   310   202 1924.22433  211   99 4726.40000 1903.20000  59.7%  5941  977s
   311   203 1924.00000  211  106 4726.40000 1903.20000  59.7%  5942  980s
   313   204 1924.00000  212  105 4726.40000 1903.20000  59.7%  5940  985s
   315   204 1924.85139  213  103 4726.40000 1903.20000  59.7%  5947  991s
   318   207 1924.80000  216  109 4726.40000 1903.20000  59.7%  5916  996s
   321   209 1924.92081  217   98 4726.40000 1903.20000  59.7%  5910 1003s
   323   211 1924.80000  218  109 4726.40000 1903.20000  59.7%  5898 1007s
   325   212 1925.14436  219  103 4726.40000 1903.20000  59.7%  5904 1012s
   327   213 1925.05056  220  100 4726.40000 1903.20000  59.7%  5912 1018s
   328   213 1924.95538  221  100 4726.40000 1903.20000  59.7%  5935 1023s
   329   214 1924.80000  221  106 4726.40000 1903.20000  59.7%  5937 1026s
   330   215 1924.80000  222  102 4726.40000 1903.20000  59.7%  5929 1030s
   331   215 1925.37124  222  102 4726.40000 1903.20000  59.7%  5949 1035s
   333   215 1925.23786  223  103 4726.40000 1903.20000  59.7%  5990 1044s
   335   216 1925.74344  225  106 4726.40000 1903.20000  59.7%  6005 1052s
   336   217 1925.60000  225  105 4726.40000 1903.20000  59.7%  6012 1055s
   338   217 1926.58998  226  101 4726.40000 1903.20000  59.7%  6045 1064s
   340   219 1926.40000  228  117 4726.40000 1903.20000  59.7%  6024 1066s
   342   220 1926.75764  229  100 4726.40000 1903.20000  59.7%  6028 1073s
   343   220 1926.42814  230   97 4726.40000 1903.20000  59.7%  6040 1077s
   344   220 1926.82360  230   98 4726.40000 1903.20000  59.7%  6049 1080s
   347   222 1927.27834  232   96 4726.40000 1903.20000  59.7%  6041 1088s
   349   223 1927.51991  234   99 4726.40000 1903.20000  59.7%  6041 1094s
   351   225 1927.20000  235  103 4726.40000 1903.20000  59.7%  6014 1096s
   352   225 1927.91793  235  100 4726.40000 1903.20000  59.7%  6020 1103s
   353   226 1927.20000  236  102 4726.40000 1903.20000  59.7%  6015 1105s
   355   226 1927.31942  237  103 4726.40000 1903.20000  59.7%  6031 1111s
   356   226 1927.61051  237   95 4726.40000 1903.20000  59.7%  6050 1116s
   359   229 1928.00000  239  119 4726.40000 1903.20000  59.7%  6030 1122s
   361   230 1928.23668  240  101 4726.40000 1903.20000  59.7%  6042 1129s
   362   231 1928.00000  241  114 4726.40000 1903.20000  59.7%  6039 1132s
   364   232 1928.35833  242  101 4726.40000 1903.20000  59.7%  6036 1136s
   366   233 1928.56560  244   96 4726.40000 1903.20000  59.7%  6036 1140s
   369   235 1928.79501  245   99 4726.40000 1903.20000  59.7%  6032 1147s
   371   235 1928.86770  246   98 4726.40000 1903.20000  59.7%  6046 1154s
   373   237 1928.80000  248  113 4726.40000 1903.20000  59.7%  6024 1156s
   376   239 1928.97043  250   99 4726.40000 1903.20000  59.7%  6021 1174s
   377   240 1928.80000  251  108 4726.40000 1903.20000  59.7%  6018 1177s
   378   241 1928.80000  251  116 4726.40000 1903.20000  59.7%  6009 1180s
   380   242 1929.02072  252   96 4726.40000 1903.20000  59.7%  6011 1185s
   382   243 1928.98767  254   97 4726.40000 1903.20000  59.7%  6008 1190s
   384   244 1928.86559  255   96 4726.40000 1903.20000  59.7%  6011 1196s
   386   246 1928.80000  256   99 4726.40000 1903.20000  59.7%  6003 1200s
   388   247 1929.35799  257   98 4726.40000 1903.20000  59.7%  6021 1207s
   390   249 1929.60000  259  103 4726.40000 1903.20000  59.7%  6010 1211s
   392   250 1929.96255  260   97 4726.40000 1903.20000  59.7%  6016 1217s
   393   250 1929.92360  261   97 4726.40000 1903.20000  59.7%  6023 1220s
   395   251 1929.65733  262   99 4726.40000 1903.20000  59.7%  6026 1226s
   398   252 1930.47814  264   93 4726.40000 1903.20000  59.7%  6024 1233s
   399   252 1930.85475  264   96 4726.40000 1903.20000  59.7%  6049 1240s
   402   254 1931.65732  267   94 4726.40000 1903.20000  59.7%  6043 1247s
   404   256 1931.20000  268  107 4726.40000 1903.20000  59.7%  6028 1250s
   406   257 1931.20000  269  102 4726.40000 1903.20000  59.7%  6028 1256s
   408   257 1932.12950  270   96 4726.40000 1903.20000  59.7%  6040 1262s
   411   259 1932.41849  272   94 4726.40000 1903.20000  59.7%  6047 1271s
   413   260 1932.53648  273   93 4726.40000 1903.20000  59.7%  6055 1278s
   414   260 1932.01631  274   94 4726.40000 1903.20000  59.7%  6081 1287s
   417   262 1932.18601  275   93 4726.40000 1903.20000  59.7%  6082 1295s
   420   264 1932.97000  277   92 4726.40000 1903.20000  59.7%  6079 1301s
   421   264 1932.15357  278   91 4726.40000 1903.20000  59.7%  6102 1307s
   422   264 1932.14901  278   92 4726.40000 1903.20000  59.7%  6111 1311s
   425   267 1932.80000  280   91 4726.40000 1903.20000  59.7%  6092 1316s
   427   268 1932.80000  281   92 4726.40000 1903.20000  59.7%  6090 1320s
   429   268 1933.29344  282   91 4726.40000 1903.20000  59.7%  6112 1327s
   432   270 1933.72357  285   90 4726.40000 1903.20000  59.7%  6106 1334s
   433   270 1933.71971  285   88 4726.40000 1903.20000  59.7%  6130 1341s
   436   272 1934.63439  287   90 4726.40000 1903.20000  59.7%  6145 1352s
   437   272 1934.40469  288   88 4726.40000 1903.20000  59.7%  6163 1359s
   438   273 1934.40000  288  100 4726.40000 1903.20000  59.7%  6154 1360s
   439   273 1934.46574  289   86 4726.40000 1903.20000  59.7%  6171 1366s
   440   274 1934.40000  289   91 4726.40000 1903.20000  59.7%  6168 1370s
   442   274 1935.09472  290   85 4726.40000 1903.20000  59.7%  6176 1375s
   446   277 1935.40532  293   87 4726.40000 1903.20000  59.7%  6169 1384s
   447   278 1935.20000  294   92 4726.40000 1903.20000  59.7%  6156 1385s
   448   278 1935.96172  294   86 4726.40000 1903.20000  59.7%  6177 1390s
   451   280 1936.22328  297   83 4726.40000 1903.20000  59.7%  6172 1401s
   455   283 1935.20000  299   97 4726.40000 1903.20000  59.7%  6146 1405s
   460   287 1935.88978  303   89 4726.40000 1903.20000  59.7%  6114 1411s
   462   288 1935.28243  305   85 4726.40000 1903.20000  59.7%  6116 1417s
   463   288 1935.21843  305   86 4726.40000 1903.20000  59.7%  6127 1421s
   466   291 1936.00000  307   90 4726.40000 1903.20000  59.7%  6108 1425s
   470   294 1936.95351  310   85 4726.40000 1903.20000  59.7%  6084 1430s
   472   295 1936.35593  311   86 4726.40000 1903.20000  59.7%  6094 1436s
   475   297 1936.49176  314   86 4726.40000 1903.20000  59.7%  6077 1441s
   478   299 1936.51699  315   87 4726.40000 1903.20000  59.7%  6072 1446s
   481   301 1936.38917  317   84 4726.40000 1903.20000  59.7%  6061 1451s
   484   302 1936.06421  319   87 4726.40000 1903.20000  59.7%  6062 1458s
   486   303 1955.66630  321   86 4726.40000 1903.20000  59.7%  6068 1462s
   487   304 1936.80000  321   89 4726.40000 1903.20000  59.7%  6071 1465s
   489   305 1937.44972  322   84 4726.40000 1903.20000  59.7%  6083 1472s
   491   305 1937.21786  323   84 4726.40000 1903.20000  59.7%  6083 1475s
   494   307 1938.21720  326   83 4726.40000 1903.20000  59.7%  6087 1485s
   496   309 1937.60000  327   94 4726.40000 1903.20000  59.7%  6071 1490s
   501   312 1938.41683  331   85 4726.40000 1903.20000  59.7%  6056 1498s
   504   314 1939.28834  333   83 4726.40000 1903.20000  59.7%  6071 1508s
   509   318 1939.13067  337   81 4726.40000 1903.20000  59.7%  6044 1514s
   510   318 1938.56805  338   83 4726.40000 1903.20000  59.7%  6060 1519s
   511   319 1938.40000  338   86 4726.40000 1903.20000  59.7%  6059 1522s
   513   321 1938.40000  340   80 4726.40000 1903.20000  59.7%  6049 1525s
   515   321 1939.06161  341   81 4726.40000 1903.20000  59.7%  6059 1531s
   517   322 1939.71062  343   79 4726.40000 1903.20000  59.7%  6064 1540s
   520   324 1939.25986  345   79 4726.40000 1903.20000  59.7%  6050 1545s
   523   326 1940.00000  347   84 4726.40000 1903.20000  59.7%  6046 1550s
   524   326 1940.98427  347   77 4726.40000 1903.20000  59.7%  6069 1557s
   528   329 1941.97156  350   74 4726.40000 1903.20000  59.7%  6057 1563s
   530   330 1941.16592  351   77 4726.40000 1903.20000  59.7%  6062 1567s
   532   331 1940.72081  352   79 4726.40000 1903.20000  59.7%  6068 1571s
   534   332 1940.72434  353   79 4726.40000 1903.20000  59.7%  6071 1576s
   538   334 1941.11156  355   77 4726.40000 1903.20000  59.7%  6073 1583s
   539   334 1941.04608  356   77 4726.40000 1903.20000  59.7%  6081 1590s
   542   335 1942.01211  357   78 4726.40000 1903.20000  59.7%  6079 1596s
   547   339 1941.16512  361   76 4726.40000 1903.20000  59.7%  6060 1603s
   550   341 1942.30211  363   76 4726.40000 1903.20000  59.7%  6057 1608s
   552   342 1942.60881  364   79 4726.40000 1903.20000  59.7%  6055 1612s
   557   346 1942.17760  368   75 4726.40000 1903.20000  59.7%  6030 1617s
   560   348 1941.50004  370   78 4726.40000 1903.20000  59.7%  6020 1621s
   565   352 1942.16854  374   77 4726.40000 1903.20000  59.7%  5999 1627s
   567   353 1942.87405  375   77 4726.40000 1903.20000  59.7%  5998 1630s
   570   354 1941.06962  377   79 4726.40000 1903.20000  59.7%  5996 1636s
   573   356 1960.30385  379   80 4726.40000 1903.20000  59.7%  6003 1642s
   575   357 1942.63217  380   74 4726.40000 1903.20000  59.7%  6010 1647s
   577   358 1943.29704  381   74 4726.40000 1903.20000  59.7%  6009 1651s
   580   360 1943.17641  383   74 4726.40000 1903.20000  59.7%  6005 1655s
   581   360 1941.74742  384   76 4726.40000 1903.20000  59.7%  6014 1660s
   583   361 1942.40000  385   80 4726.40000 1903.20000  59.7%  6019 1667s
   585   362 1945.00695  386   72 4726.40000 1903.20000  59.7%  6025 1671s
   590   366 1943.31470  390   75 4726.40000 1903.20000  59.7%  6010 1678s
   592   367 1944.95932  391   74 4726.40000 1903.20000  59.7%  6008 1681s
   595   369 1942.82421  393   76 4726.40000 1903.20000  59.7%  6004 1687s
   597   369 1942.80240  394   72 4726.40000 1903.20000  59.7%  6012 1692s
   601   372 1943.43568  398   74 4726.40000 1903.20000  59.7%  5998 1698s
   602   372 1943.86330  398   75 4726.40000 1903.20000  59.7%  6009 1701s
   605   374 1944.50380  401   72 4726.40000 1903.20000  59.7%  6012 1709s
   606   375 1944.00000  401   74 4726.40000 1903.20000  59.7%  6008 1711s
   609   377 1944.00000  403   74 4726.40000 1903.20000  59.7%  5998 1715s
   611   378 1947.88094  404   72 4726.40000 1903.20000  59.7%  6006 1721s
   613   378 1945.65049  405   71 4726.40000 1903.20000  59.7%  6018 1727s
   616   380 1945.48246  408   70 4726.40000 1903.20000  59.7%  6019 1737s
   617   380 1945.05235  408   72 4726.40000 1903.20000  59.7%  6037 1744s
   619   382 1945.60000  410   70 4726.40000 1903.20000  59.7%  6027 1746s
   620   382 1948.63447  410   68 4726.40000 1903.20000  59.7%  6059 1753s
   621   382 1945.87389  411   70 4726.40000 1903.20000  59.7%  6063 1755s
   622   382 1947.84317  411   70 4726.40000 1903.20000  59.7%  6077 1761s
   625   384 1947.73993  414   70 4726.40000 1903.20000  59.7%  6077 1769s
   626   384 1946.50098  414   67 4726.40000 1903.20000  59.7%  6096 1775s
   628   386 1947.20000  416   68 4726.40000 1903.20000  59.7%  6090 1781s
   630   388 1948.72886  418   70 4726.40000 1903.20000  59.7%  6093 1786s
   631   388 1948.91054  418   68 4726.40000 1903.20000  59.7%  6105 1790s
   634   390 1949.64027  421   67 4726.40000 1903.20000  59.7%  6098 1795s
   637   391 1966.49752  423   70 4726.40000 1903.20000  59.7%  6112 1802s
   638   392 1950.40000  423   66 4726.40000 1903.20000  59.7%  6108 1805s
   640   392 1957.79085  424   62 4726.40000 1903.20000  59.7%  6120 1812s
   642   394 2434.82268  426   64 4726.40000 1903.20000  59.7%  6164 1820s
   646   398 2438.56216  428   65 4726.40000 1903.20000  59.7%  6187 1830s
   649   401 1951.20000  429   63 4726.40000 1903.20000  59.7%  6183 1836s
   650   402 2437.89974  430   65 4726.40000 1903.20000  59.7%  6223 1845s
   652   404 2438.31244  431   65 4726.40000 1903.20000  59.7%  6261 1855s
   654   406 2437.19747  432   65 4726.40000 1903.20000  59.7%  6302 1866s
   655   407 2431.87735  432   65 4726.40000 1903.20000  59.7%  6335 1875s
   658   410 2433.36590  434   63 4726.40000 1903.20000  59.7%  6327 1885s
   664   416 2451.77657  439   59 4726.40000 1903.20000  59.7%  6297 1890s
   668   420 2476.83538  441   60 4726.40000 1903.20000  59.7%  6292 1895s
   674   426 2459.92973  445   60 4726.40000 1903.20000  59.7%  6265 1900s
   678   430 2460.13272  447   60 4726.40000 1903.20000  59.7%  6260 1905s
   683   435 2462.58585  451   62 4726.40000 1903.20000  59.7%  6247 1910s
   688   440 2462.91220  454   60 4726.40000 1903.20000  59.7%  6229 1915s
   696   448 2464.44658  459   59 4726.40000 1903.20000  59.7%  6196 1920s
   703   455 2470.99792  462   61 4726.40000 1903.20000  59.7%  6171 1926s
   708   460 2463.94267  466   60 4726.40000 1903.20000  59.7%  6148 1930s
   713   465 2464.05755  468   60 4726.40000 1903.20000  59.7%  6141 1935s
   721   473 2465.16444  472   58 4726.40000 1903.20000  59.7%  6106 1940s
   731   483 2464.68001  478   62 4726.40000 1903.20000  59.7%  6055 1945s
   738   490 2467.69734  481   58 4726.40000 1903.20000  59.7%  6038 1950s
   747   499 2465.74941  487   59 4726.40000 1903.20000  59.7%  5990 1955s
   754   506 2467.43629  491   59 4726.40000 1903.20000  59.7%  5963 1960s
   759   511 2466.73993  494   59 4726.40000 1903.20000  59.7%  5933 1965s
   768   520 2468.52756  500   58 4726.40000 1903.20000  59.7%  5890 1970s
   774   526 2469.99172  504   56 4726.40000 1903.20000  59.7%  5872 1975s
   778   530 2512.77222  507   55 4726.40000 1903.20000  59.7%  5861 1980s
